ticket_id,account_id,created_date,category,priority,resolution_hours,resolved
T001393,A00547,2024-06-08,Bug Report,High,27,Yes
T001394,A00548,2023-08-12,Bug Report,Low,63,Yes
T001395,A00548,2024-05-24,Performance,Medium,15,Yes
T001396,A00549,2024-12-01,Feature Request,Low,,No
T001397,A00549,2024-10-17,Bug Report,High,31,Yes
T001398,A00550,2023-04-12,Performance,Critical,8,Yes
T001399,A00550,2023-08-21,Performance,Medium,67,Yes
T001400,A00550,2023-02-18,Bug Report,Medium,13,Yes
T001401,A00552,2024-11-18,Integration Issue,High,,No
T001402,A00552,2024-04-19,Onboarding Help,Medium,,No
T001403,A00552,2024-08-18,Onboarding Help,Medium,24,Yes
T001404,A00553,2024-03-11,Feature Request,Medium,37,Yes
T001405,A00554,2024-01-15,Bug Report,Low,32,Yes
T001406,A00554,2024-06-13,Bug Report,Medium,,No
T001407,A00554,2024-04-12,Bug Report,Low,76,Yes
T001408,A00556,2024-12-16,Onboarding Help,Medium,17,Yes
T001409,A00556,2024-12-04,Billing,Medium,13,Yes
T001410,A00557,2024-12-23,Onboarding Help,Medium,86,Yes
T001411,A00557,2024-11-28,Integration Issue,Critical,,No
T001412,A00559,2024-11-20,Integration Issue,Critical,4,Yes
T001413,A00559,2024-09-06,Billing,Low,,No
T001414,A00559,2024-11-25,Bug Report,Low,147,Yes
T001415,A00559,2024-08-06,Performance,Medium,,No
T001416,A00559,2024-10-13,Integration Issue,Medium,45,Yes
T001417,A00559,2024-09-24,Onboarding Help,Medium,22,Yes
T001418,A00560,2024-09-02,Onboarding Help,Low,,No
T001419,A00560,2024-08-06,Performance,High,38,Yes
T001420,A00560,2024-08-02,Performance,Medium,16,Yes
T001421,A00560,2023-09-16,Feature Request,High,27,Yes
T001422,A00560,2024-12-18,Billing,Critical,1,Yes
T001423,A00560,2024-09-18,Bug Report,High,,No
T001424,A00561,2024-02-09,Performance,Medium,,No
T001425,A00561,2024-01-29,Onboarding Help,Low,136,Yes
T001426,A00561,2023-07-01,Bug Report,Low,,No
T001427,A00561,2023-07-29,Performance,Low,125,Yes
T001428,A00561,2023-09-02,Onboarding Help,High,43,Yes
T001429,A00561,2024-07-25,Onboarding Help,Low,39,Yes
T001430,A00561,2023-07-28,Integration Issue,Low,76,Yes
T001431,A00561,2024-10-26,Performance,Medium,85,Yes
T001432,A00561,2023-11-27,Integration Issue,High,21,Yes
T001433,A00561,2024-11-16,Feature Request,Low,122,Yes
T001434,A00561,2023-07-11,Bug Report,Low,38,Yes
T001435,A00561,2023-10-03,Bug Report,Medium,27,Yes
T001436,A00562,2024-11-07,Billing,Medium,88,Yes
T001437,A00563,2024-10-29,Integration Issue,High,20,Yes
T001438,A00564,2024-01-08,Onboarding Help,Low,129,Yes
T001439,A00565,2024-12-31,Integration Issue,Low,85,Yes
T001440,A00565,2024-12-20,Integration Issue,Low,132,Yes
T001441,A00565,2024-12-25,Onboarding Help,High,13,Yes
T001442,A00568,2024-12-12,Billing,Low,,No
T001443,A00569,2024-09-02,Feature Request,High,46,Yes
T001444,A00570,2024-11-20,Billing,High,22,Yes
T001445,A00570,2024-03-18,Bug Report,Medium,73,Yes
T001446,A00570,2023-11-04,Onboarding Help,Medium,33,Yes
T001447,A00571,2023-11-16,Billing,Medium,,No
T001448,A00571,2024-03-24,Onboarding Help,High,36,Yes
T001449,A00573,2024-12-13,Performance,Medium,15,Yes
T001450,A00573,2024-11-20,Bug Report,Medium,12,Yes
T001451,A00573,2024-11-30,Performance,Low,,No
T001452,A00573,2024-11-23,Onboarding Help,Medium,35,Yes
T001453,A00575,2023-11-16,Performance,Low,,No
T001454,A00575,2024-12-07,Bug Report,Low,152,Yes
T001455,A00577,2024-10-09,Billing,Low,136,Yes
T001456,A00577,2024-02-21,Performance,Critical,,No
T001457,A00577,2024-03-29,Performance,Low,123,Yes
T001458,A00578,2024-11-27,Onboarding Help,Critical,2,Yes
T001459,A00578,2024-08-02,Billing,Medium,66,Yes
T001460,A00578,2024-04-17,Onboarding Help,Medium,79,Yes
T001461,A00578,2024-05-06,Onboarding Help,Low,24,Yes
T001462,A00578,2024-10-13,Integration Issue,Medium,58,Yes
T001463,A00578,2024-01-25,Feature Request,Medium,51,Yes
T001464,A00578,2023-11-16,Integration Issue,Low,59,Yes
T001465,A00578,2024-10-29,Bug Report,High,40,Yes
T001466,A00579,2024-11-26,Bug Report,Low,168,Yes
T001467,A00579,2023-12-06,Onboarding Help,Low,152,Yes
T001468,A00580,2024-09-14,Bug Report,Medium,27,Yes
T001469,A00580,2024-04-08,Performance,Critical,3,Yes
T001470,A00580,2024-04-25,Integration Issue,Medium,84,Yes
T001471,A00580,2024-07-29,Bug Report,High,39,Yes
T001472,A00580,2024-03-17,Billing,Critical,7,Yes
T001473,A00580,2024-03-22,Integration Issue,Critical,6,Yes
T001474,A00581,2024-12-05,Onboarding Help,Low,124,Yes
T001475,A00581,2024-12-21,Feature Request,Low,121,Yes
T001476,A00581,2024-10-08,Feature Request,Medium,51,Yes
T001477,A00581,2024-09-07,Billing,Medium,44,Yes
T001478,A00581,2024-11-19,Integration Issue,Low,74,Yes
T001479,A00581,2024-10-18,Performance,Medium,96,Yes
T001480,A00581,2024-12-08,Performance,Medium,62,Yes
T001481,A00581,2024-10-13,Feature Request,Medium,32,Yes
T001482,A00581,2024-11-02,Performance,Low,,No
T001483,A00581,2024-10-02,Integration Issue,High,37,Yes
T001484,A00581,2024-12-23,Onboarding Help,High,12,Yes
T001485,A00581,2024-12-28,Feature Request,Medium,81,Yes
T001486,A00582,2024-12-04,Onboarding Help,Low,68,Yes
T001487,A00583,2024-11-16,Integration Issue,Medium,31,Yes
T001488,A00583,2024-11-11,Feature Request,High,35,Yes
T001489,A00584,2024-12-21,Integration Issue,Critical,4,Yes
T001490,A00586,2024-12-08,Bug Report,Low,134,Yes
T001491,A00586,2023-09-01,Bug Report,High,22,Yes
T001492,A00586,2023-08-15,Bug Report,Medium,19,Yes
T001493,A00586,2024-01-13,Billing,Medium,89,Yes
T001494,A00586,2023-11-28,Feature Request,Medium,40,Yes
T001495,A00587,2024-01-22,Feature Request,Medium,,No
T001496,A00587,2024-08-27,Performance,Medium,91,Yes
T001497,A00587,2024-04-20,Performance,High,,No
T001498,A00588,2024-12-15,Integration Issue,Medium,79,Yes
T001499,A00588,2024-12-16,Bug Report,Medium,22,Yes
T001500,A00589,2024-05-13,Integration Issue,Medium,91,Yes
T001501,A00589,2024-09-26,Feature Request,Low,166,Yes
T001502,A00590,2024-09-30,Performance,High,13,Yes
T001503,A00590,2024-12-28,Onboarding Help,Critical,4,Yes
T001504,A00591,2024-11-02,Onboarding Help,Medium,71,Yes
T001505,A00591,2023-07-14,Billing,Medium,72,Yes
T001506,A00593,2024-12-18,Bug Report,Low,69,Yes
T001507,A00593,2024-07-19,Feature Request,Medium,,No
T001508,A00593,2024-08-26,Onboarding Help,Medium,14,Yes
T001509,A00594,2024-11-07,Feature Request,High,7,Yes
T001510,A00594,2023-12-23,Feature Request,Critical,3,Yes
T001511,A00594,2024-11-24,Performance,Medium,66,Yes
T001512,A00594,2023-12-23,Bug Report,Medium,83,Yes
T001513,A00594,2024-11-17,Bug Report,Medium,56,Yes
T001514,A00594,2024-10-12,Onboarding Help,Medium,,No
T001515,A00594,2024-04-05,Integration Issue,Medium,31,Yes
T001516,A00595,2024-08-10,Billing,Low,52,Yes
T001517,A00596,2024-02-20,Performance,High,10,Yes
T001518,A00596,2024-02-18,Performance,Medium,48,Yes
T001519,A00596,2024-01-11,Performance,Medium,,No
T001520,A00597,2023-06-12,Billing,Low,159,Yes
T001521,A00597,2024-06-18,Feature Request,Medium,44,Yes
T001522,A00597,2024-06-01,Performance,High,16,Yes
T001523,A00598,2024-05-30,Bug Report,Medium,51,Yes
T001524,A00599,2024-12-14,Billing,Medium,58,Yes
T001525,A00599,2024-12-10,Bug Report,Medium,61,Yes
T001526,A00600,2024-07-30,Feature Request,Low,133,Yes
T001527,A00600,2024-10-17,Integration Issue,Medium,68,Yes
T001528,A00600,2024-05-04,Integration Issue,Medium,47,Yes
T001529,A00602,2023-11-16,Billing,Medium,61,Yes
T001530,A00602,2024-10-15,Performance,Low,86,Yes
T001531,A00602,2023-08-02,Performance,Critical,,No
T001532,A00602,2024-08-28,Feature Request,High,14,Yes
T001533,A00603,2024-10-01,Performance,Low,38,Yes
T001534,A00604,2024-05-12,Onboarding Help,High,,No
T001535,A00604,2024-09-19,Bug Report,Medium,37,Yes
T001536,A00604,2024-12-01,Performance,High,25,Yes
T001537,A00605,2024-05-05,Integration Issue,Medium,93,Yes
T001538,A00605,2024-04-12,Bug Report,Medium,71,Yes
T001539,A00606,2024-08-12,Billing,Medium,44,Yes
T001540,A00606,2024-07-14,Billing,Critical,1,Yes
T001541,A00607,2024-09-07,Performance,Low,79,Yes
T001542,A00607,2024-06-26,Onboarding Help,Low,114,Yes
T001543,A00608,2024-08-08,Feature Request,Medium,27,Yes
T001544,A00608,2024-08-15,Feature Request,Low,,No
T001545,A00609,2024-09-04,Bug Report,High,,No
T001546,A00609,2024-02-18,Bug Report,High,18,Yes
T001547,A00611,2024-12-12,Feature Request,Medium,,No
T001548,A00612,2024-05-20,Bug Report,Medium,89,Yes
T001549,A00612,2024-08-05,Bug Report,Low,126,Yes
T001550,A00612,2024-04-27,Performance,Medium,64,Yes
T001551,A00612,2024-07-30,Billing,Medium,37,Yes
T001552,A00612,2024-10-10,Bug Report,Medium,16,Yes
T001553,A00612,2024-10-28,Billing,Medium,69,Yes
T001554,A00612,2024-11-04,Billing,Medium,84,Yes
T001555,A00612,2024-09-10,Performance,Medium,96,Yes
T001556,A00613,2024-02-28,Performance,Medium,86,Yes
T001557,A00614,2024-08-07,Performance,Medium,83,Yes
T001558,A00614,2024-12-07,Performance,High,20,Yes
T001559,A00614,2024-06-16,Feature Request,Critical,3,Yes
T001560,A00614,2024-06-01,Bug Report,High,44,Yes
T001561,A00614,2024-05-23,Onboarding Help,Low,74,Yes
T001562,A00614,2024-12-14,Bug Report,Medium,33,Yes
T001563,A00615,2024-03-26,Integration Issue,Medium,38,Yes
T001564,A00615,2024-02-25,Billing,High,12,Yes
T001565,A00616,2024-11-10,Performance,High,47,Yes
T001566,A00616,2024-11-26,Performance,Low,,No
T001567,A00618,2024-04-25,Onboarding Help,Low,27,Yes
T001568,A00618,2024-11-15,Bug Report,High,31,Yes
T001569,A00618,2023-08-13,Billing,Medium,95,Yes
T001570,A00618,2024-10-06,Integration Issue,Medium,48,Yes
T001571,A00618,2023-09-04,Onboarding Help,Low,100,Yes
T001572,A00618,2024-02-11,Performance,Low,124,Yes
T001573,A00618,2023-09-19,Feature Request,High,27,Yes
T001574,A00619,2024-08-14,Integration Issue,Medium,26,Yes
T001575,A00620,2024-02-08,Bug Report,Medium,,No
T001576,A00621,2023-06-16,Bug Report,Medium,30,Yes
T001577,A00621,2023-09-25,Onboarding Help,Critical,5,Yes
T001578,A00621,2024-09-27,Feature Request,Medium,93,Yes
T001579,A00623,2023-07-28,Integration Issue,Medium,47,Yes
T001580,A00623,2023-11-14,Onboarding Help,Critical,5,Yes
T001581,A00623,2024-11-20,Feature Request,Medium,40,Yes
T001582,A00623,2024-06-10,Bug Report,Critical,1,Yes
T001583,A00623,2023-12-14,Feature Request,Low,,No
T001584,A00623,2024-08-27,Performance,Medium,36,Yes
T001585,A00623,2023-07-16,Billing,Low,,No
T001586,A00623,2024-11-24,Integration Issue,High,4,Yes
T001587,A00623,2024-10-19,Onboarding Help,High,14,Yes
T001588,A00623,2024-09-27,Feature Request,Critical,1,Yes
T001589,A00623,2023-07-02,Integration Issue,Medium,22,Yes
T001590,A00623,2023-08-30,Feature Request,High,5,Yes
T001591,A00624,2024-08-21,Billing,Medium,,No
T001592,A00625,2024-12-03,Integration Issue,Medium,69,Yes
T001593,A00625,2023-08-08,Integration Issue,Low,139,Yes
T001594,A00625,2023-10-16,Onboarding Help,Low,167,Yes
T001595,A00626,2024-12-28,Feature Request,Medium,27,Yes
T001596,A00626,2024-12-31,Onboarding Help,High,17,Yes
T001597,A00626,2024-12-28,Feature Request,Medium,,No
T001598,A00626,2024-12-29,Billing,Medium,75,Yes
T001599,A00626,2024-12-30,Billing,Medium,40,Yes
T001600,A00627,2024-12-22,Feature Request,Medium,34,Yes
T001601,A00627,2024-12-16,Billing,High,,No
T001602,A00627,2024-12-20,Feature Request,High,43,Yes
T001603,A00627,2024-12-28,Integration Issue,High,38,Yes
T001604,A00628,2024-10-20,Performance,Medium,95,Yes
T001605,A00628,2024-10-07,Onboarding Help,Low,78,Yes
T001606,A00628,2024-10-16,Performance,Low,88,Yes
T001607,A00628,2024-08-21,Integration Issue,High,28,Yes
T001608,A00628,2024-10-10,Performance,High,33,Yes
T001609,A00628,2024-10-14,Integration Issue,Low,149,Yes
T001610,A00629,2023-12-24,Onboarding Help,Medium,,No
T001611,A00629,2024-06-29,Billing,Medium,,No
T001612,A00629,2024-07-09,Onboarding Help,Medium,75,Yes
T001613,A00630,2024-08-10,Feature Request,High,,No
T001614,A00631,2024-11-14,Integration Issue,Medium,48,Yes
T001615,A00631,2024-06-24,Onboarding Help,High,48,Yes
T001616,A00632,2024-11-27,Integration Issue,Low,,No
T001617,A00633,2024-05-06,Billing,High,40,Yes
T001618,A00633,2024-05-07,Integration Issue,Low,,No
T001619,A00635,2024-12-11,Performance,High,6,Yes
T001620,A00637,2024-11-06,Feature Request,High,42,Yes
T001621,A00637,2024-10-31,Integration Issue,Medium,77,Yes
T001622,A00637,2024-12-09,Onboarding Help,Critical,7,Yes
T001623,A00637,2024-11-02,Onboarding Help,Low,138,Yes
T001624,A00637,2024-12-04,Performance,Low,,No
T001625,A00637,2024-11-25,Feature Request,Medium,17,Yes
T001626,A00637,2024-12-05,Billing,Low,66,Yes
T001627,A00638,2024-02-20,Onboarding Help,Low,27,Yes
T001628,A00640,2024-10-08,Feature Request,Low,148,Yes
T001629,A00640,2024-12-30,Feature Request,Low,105,Yes
T001630,A00642,2024-12-17,Onboarding Help,Medium,,No
T001631,A00642,2024-10-25,Billing,Medium,44,Yes
T001632,A00642,2024-09-28,Bug Report,Medium,78,Yes
T001633,A00642,2024-08-17,Bug Report,High,21,Yes
T001634,A00643,2024-11-28,Performance,Critical,8,Yes
T001635,A00643,2024-09-16,Integration Issue,Low,161,Yes
T001636,A00645,2024-07-31,Billing,Low,,No
T001637,A00646,2024-03-12,Performance,High,8,Yes
T001638,A00647,2023-08-14,Integration Issue,Medium,,No
T001639,A00647,2023-05-22,Billing,Medium,,No
T001640,A00647,2024-02-18,Bug Report,Medium,64,Yes
T001641,A00647,2023-10-17,Integration Issue,Low,58,Yes
T001642,A00647,2023-05-11,Bug Report,Low,133,Yes
T001643,A00647,2023-08-18,Billing,Low,159,Yes
T001644,A00647,2024-06-04,Bug Report,Low,151,Yes
T001645,A00648,2024-08-05,Performance,Low,,No
T001646,A00648,2024-07-30,Bug Report,Low,33,Yes
T001647,A00648,2024-07-11,Performance,Medium,59,Yes
T001648,A00649,2024-10-01,Integration Issue,Medium,38,Yes
T001649,A00649,2024-09-18,Performance,Low,,No
T001650,A00649,2024-10-01,Performance,Medium,56,Yes
T001651,A00650,2024-03-05,Onboarding Help,Critical,,No
T001652,A00651,2023-09-24,Onboarding Help,Medium,68,Yes
T001653,A00651,2023-07-12,Billing,Medium,91,Yes
T001654,A00651,2023-11-01,Billing,Low,166,Yes
T001655,A00653,2024-12-21,Feature Request,Medium,51,Yes
T001656,A00653,2024-12-11,Bug Report,Low,,No
T001657,A00654,2024-12-31,Integration Issue,Medium,,No
T001658,A00654,2024-12-12,Integration Issue,Medium,62,Yes
T001659,A00656,2024-05-05,Bug Report,Low,57,Yes
T001660,A00656,2024-10-31,Onboarding Help,Critical,3,Yes
T001661,A00656,2024-06-17,Billing,Low,82,Yes
T001662,A00656,2024-09-17,Onboarding Help,Medium,13,Yes
T001663,A00657,2024-12-12,Bug Report,Medium,30,Yes
T001664,A00657,2024-12-20,Integration Issue,Low,108,Yes
T001665,A00658,2024-08-30,Feature Request,Medium,,No
T001666,A00658,2024-11-26,Onboarding Help,High,29,Yes
T001667,A00658,2023-07-22,Performance,Low,79,Yes
T001668,A00659,2024-10-22,Integration Issue,High,38,Yes
T001669,A00659,2024-05-25,Onboarding Help,Medium,66,Yes
T001670,A00659,2023-11-26,Billing,Medium,13,Yes
T001671,A00659,2023-10-28,Integration Issue,Medium,18,Yes
T001672,A00659,2024-06-14,Onboarding Help,Low,82,Yes
T001673,A00660,2024-12-24,Performance,Medium,72,Yes
T001674,A00660,2024-12-31,Bug Report,Low,65,Yes
T001675,A00660,2024-11-19,Bug Report,Low,93,Yes
T001676,A00661,2024-10-30,Feature Request,Low,162,Yes
T001677,A00661,2024-09-30,Integration Issue,Critical,7,Yes
T001678,A00662,2024-09-10,Integration Issue,Medium,93,Yes
T001679,A00663,2024-12-29,Performance,Low,53,Yes
T001680,A00663,2024-12-28,Bug Report,Low,101,Yes
T001681,A00663,2024-12-30,Billing,Medium,,No
T001682,A00664,2023-11-28,Bug Report,Medium,31,Yes
T001683,A00664,2024-06-28,Billing,Low,74,Yes
T001684,A00664,2024-12-20,Billing,Medium,,No
T001685,A00666,2024-02-23,Performance,Low,,No
T001686,A00666,2024-11-14,Integration Issue,Low,29,Yes
T001687,A00666,2024-01-26,Integration Issue,Medium,52,Yes
T001688,A00667,2024-08-11,Billing,Medium,,No
T001689,A00668,2023-09-03,Bug Report,Low,81,Yes
T001690,A00670,2024-07-11,Onboarding Help,Low,133,Yes
T001691,A00670,2024-06-27,Bug Report,Medium,43,Yes
T001692,A00670,2024-05-20,Billing,Medium,86,Yes
T001693,A00670,2024-11-27,Performance,Medium,29,Yes
T001694,A00670,2024-11-30,Bug Report,Medium,53,Yes
T001695,A00671,2023-11-02,Feature Request,Medium,24,Yes
T001696,A00671,2024-04-18,Feature Request,Low,44,Yes
T001697,A00672,2024-11-17,Onboarding Help,High,47,Yes
T001698,A00672,2023-10-30,Integration Issue,Low,161,Yes
T001699,A00672,2024-04-05,Onboarding Help,Critical,3,Yes
T001700,A00673,2024-12-03,Bug Report,Low,27,Yes
T001701,A00673,2024-08-25,Bug Report,Medium,71,Yes
T001702,A00673,2024-07-03,Billing,High,,No
T001703,A00673,2024-03-06,Onboarding Help,High,27,Yes
T001704,A00675,2023-03-08,Onboarding Help,Medium,,No
T001705,A00675,2024-11-20,Performance,High,5,Yes
T001706,A00675,2024-01-03,Integration Issue,Low,28,Yes
T001707,A00677,2024-07-15,Billing,Low,36,Yes
T001708,A00678,2024-12-20,Bug Report,High,,No
T001709,A00678,2024-12-13,Bug Report,Medium,13,Yes
T001710,A00679,2024-04-06,Billing,Critical,7,Yes
T001711,A00679,2024-04-28,Bug Report,High,34,Yes
T001712,A00679,2024-11-20,Integration Issue,Low,120,Yes
T001713,A00682,2024-10-07,Bug Report,High,7,Yes
T001714,A00682,2023-04-21,Bug Report,High,45,Yes
T001715,A00682,2024-07-24,Billing,Medium,,No
T001716,A00683,2024-02-05,Integration Issue,Medium,20,Yes
T001717,A00683,2024-04-12,Integration Issue,Medium,80,Yes
T001718,A00683,2024-01-02,Onboarding Help,Medium,39,Yes
T001719,A00683,2024-03-30,Feature Request,Low,129,Yes
T001720,A00683,2024-04-15,Performance,Critical,5,Yes
T001721,A00683,2024-10-05,Onboarding Help,Low,48,Yes
T001722,A00683,2024-03-02,Bug Report,Medium,36,Yes
T001723,A00684,2024-08-26,Feature Request,Medium,50,Yes
T001724,A00685,2023-12-05,Integration Issue,Medium,67,Yes
T001725,A00685,2024-11-21,Onboarding Help,Critical,,No
T001726,A00687,2023-03-24,Performance,Medium,75,Yes
T001727,A00687,2023-05-26,Bug Report,Medium,79,Yes
T001728,A00688,2023-08-10,Billing,Medium,87,Yes
T001729,A00688,2024-12-13,Feature Request,Critical,,No
T001730,A00689,2023-12-19,Bug Report,Critical,4,Yes
T001731,A00689,2024-11-07,Integration Issue,Medium,40,Yes
T001732,A00690,2023-11-28,Bug Report,Medium,,No
T001733,A00690,2024-11-09,Integration Issue,High,36,Yes
T001734,A00690,2024-12-19,Feature Request,Medium,86,Yes
T001735,A00691,2023-06-23,Billing,Medium,74,Yes
T001736,A00691,2024-10-11,Billing,Low,51,Yes
T001737,A00692,2023-08-24,Onboarding Help,Medium,70,Yes
T001738,A00692,2024-05-15,Billing,Medium,36,Yes
T001739,A00692,2024-07-15,Onboarding Help,High,45,Yes
T001740,A00692,2024-08-21,Bug Report,Low,,No
T001741,A00693,2023-09-17,Feature Request,Low,136,Yes
T001742,A00694,2024-01-29,Integration Issue,Low,158,Yes
T001743,A00694,2024-07-09,Onboarding Help,High,27,Yes
T001744,A00694,2023-10-15,Billing,Low,133,Yes
T001745,A00694,2024-11-02,Integration Issue,Critical,5,Yes
T001746,A00694,2024-09-12,Integration Issue,Low,89,Yes
T001747,A00694,2024-06-01,Performance,Medium,23,Yes
T001748,A00695,2024-05-30,Onboarding Help,Medium,23,Yes
T001749,A00697,2024-12-27,Feature Request,Low,25,Yes
T001750,A00698,2024-09-09,Performance,Low,,No
T001751,A00698,2024-04-27,Billing,High,35,Yes
T001752,A00698,2023-10-19,Onboarding Help,Medium,,No
T001753,A00698,2024-10-24,Performance,Medium,29,Yes
T001754,A00698,2024-11-24,Performance,Medium,61,Yes
T001755,A00698,2024-09-06,Feature Request,High,41,Yes
T001756,A00698,2024-01-03,Billing,Low,,No
T001757,A00698,2024-08-09,Billing,Low,118,Yes
T001758,A00699,2024-08-07,Feature Request,High,7,Yes
T001759,A00700,2024-11-14,Integration Issue,High,,No
T001760,A00700,2024-11-30,Integration Issue,Critical,4,Yes
T001761,A00701,2023-02-16,Integration Issue,Medium,,No
T001762,A00701,2024-05-13,Bug Report,Medium,53,Yes
T001763,A00701,2023-11-18,Bug Report,Low,83,Yes
T001764,A00701,2023-09-06,Billing,Medium,73,Yes
T001765,A00702,2024-04-06,Billing,Medium,,No
T001766,A00702,2023-10-19,Bug Report,Low,33,Yes
T001767,A00703,2024-11-19,Feature Request,Medium,17,Yes
T001768,A00703,2024-12-07,Feature Request,Low,136,Yes
T001769,A00703,2024-12-21,Bug Report,High,17,Yes
T001770,A00704,2024-07-18,Billing,Low,125,Yes
T001771,A00706,2023-11-19,Bug Report,High,23,Yes
T001772,A00707,2024-03-06,Feature Request,High,,No
T001773,A00707,2024-12-10,Feature Request,High,46,Yes
